locale,key,value
ex,There appears to be tremendous enthusiasm and optimism on this team.,Parece haber gran entusiasmo y optimismo en nuestro equipo.
fx,There appears to be tremendous enthusiasm and optimism on this team.,"Dans cette équipe, il se dégage de l’enthousiasme et de l’optimisme hors de l’ordinaire."
en,The team leader inspires and supports this team as needed.,The team leader inspires and supports this team as needed.
en,The team leader inspires and supports this team as needed.,The team leader inspires and supports this team as needed.
ar,The team leader inspires and supports this team as needed.,قائد الفريق يلهم هذا الفريق ويدعمه كلما احتاج الأمر إلى ذلك.
da,The team leader inspires and supports this team as needed.,"Som teamleder inspirerer og støtter jeg teamet i den grad, der er brug for."
de,The team leader inspires and supports this team as needed.,Die Führungskraft inspiriert und unterstützt dieses Team im ausreichenden Maße.
fi,The team leader inspires and supports this team as needed.,Tiimin vetäjä innostaa ja tukee tiimiä tarpeen mukaan.
it,The team leader inspires and supports this team as needed.,Il team leader ispira e supporta questo team quando è necessario.
nl,The team leader inspires and supports this team as needed.,De teamleider inspireert en steunt dit team naar behoefte.
pl,The team leader inspires and supports this team as needed.,Lider zespołu inspiruje i wspiera zespół zgodnie z potrzebami.
pt,The team leader inspires and supports this team as needed.,O líder do time é inspirador e apoia seu time quando necessário.
es,The team leader inspires and supports this team as needed.,El líder del equipo apoya e inspira apropiadamente.
sv,The team leader inspires and supports this team as needed.,Teamledaren inspirerar och ger teamet det stöd som behövs.
zh,The team leader inspires and supports this team as needed.,"当需要时, 该团队领导会激励和支持团队。"
ex,The team leader inspires and supports this team as needed.,El líder del equipo apoya e inspira apropiadamente.
fx,The team leader inspires and supports this team as needed.,Le supérieur sait inspirer l’équipe lorsqu’elle en a besoin.
en,This team has an inefficient decision making process.,This team has an inefficient decision making process.
en,This team does not have an inefficient decision making process.,This team does not have an inefficient decision making process.
ar,This team has an inefficient decision making process.,هذا الفريق لديه عملية اتخاذ قرار غير فعالة.
da,This team has an inefficient decision making process.,Beslutningsprocessen i teamet er ineffektiv.
de,This team has an inefficient decision making process.,Die Entscheidungsprozesse dieses Teams sind ineffizient.
fi,This team has an inefficient decision making process.,Tällä tiimillä on tehoton päätöksentekoprosessi.
it,This team has an inefficient decision making process.,Questo team ha un processo decisionale inefficiente.
nl,This team has an inefficient decision making process.,Dit team heeft een inefficiënte manier van beslissingen nemen.
pl,This team has an inefficient decision making process.,Proces podejmowania decyzji w zespole jest nieefektywny.
pt,This team has an inefficient decision making process.,Este time tem um processo decisório ineficiente.
es,This team has an inefficient decision making process.,Este equipo tiene un proceso ineficiente de toma de decisiones.
sv,This team has an inefficient decision making process.,Det här teamet har en ineffektiv beslutsprocess.
zh,This team has an inefficient decision making process.,该团队的决策过程缺乏效率。
ex,This team has an inefficient decision making process.,Este equipo tiene un proceso ineficiente de toma de decisiones.
fx,This team has an inefficient decision making process.,Cette équipe a un mécanisme de prise de décision inefficace.
ar,This team does not have an inefficient decision making process.,هذا الفريق لديه عملية اتخاذ قرار فعالة.
da,This team does not have an inefficient decision making process.,Beslutningsprocessen i teamet er ikke ineffektiv.
de,This team does not have an inefficient decision making process.,Die Entscheidungsprozesse dieses Teams sind nicht ineffizient.
fi,This team does not have an inefficient decision making process.,Tällä tiimillä on tehokas päätöksentekoprosessi.
it,This team does not have an inefficient decision making process.,Questo team non ha un processo decisionale inefficiente.
nl,This team does not have an inefficient decision making process.,Dit team heeft geen inefficiënte manier van beslissingen nemen.
pl,This team does not have an inefficient decision making process.,Proces podejmowania decyzji w zespole jest efektywny.
pt,This team does not have an inefficient decision making process.,Este time tem um processo decisório eficiente.
es,This team does not have an inefficient decision making process.,Este equipo no tiene un proceso ineficiente de toma de decisiones.
sv,This team does not have an inefficient decision making process.,Det här teamets beslutsprocess är effektiv.
zh,This team does not have an inefficient decision making process.,该团队拥有有效的决策过程。
ex,This team does not have an inefficient decision making process.,Este equipo no tiene un proceso ineficiente de toma de decisiones.
fx,This team does not have an inefficient decision making process.,Le mécanisme de prise de décision de cette équipe est efficace.
en,This team has adequate resources to succeed.,This team has adequate resources to succeed.
en,This team has adequate resources to succeed.,This team has adequate resources to succeed.
ar,This team has adequate resources to succeed.,هذا الفريق لديه ما يكفي من الموارد ليحقق النجاح.
da,This team has adequate resources to succeed.,Teamet har de nødvendige ressourcer for at nå målene.
de,This team has adequate resources to succeed.,"Dieses Team verfügt über die erforderlichen Ressourcen, um erfolgreich zu sein."
fi,This team has adequate resources to succeed.,Tällä tiimillä on riittävät resurssit menestykseen.
it,This team has adequate resources to succeed.,Questo team ha le risorse necessarie per raggiungere gli obiettivi.
nl,This team has adequate resources to succeed.,Dit team beschikt over de juiste middelen om te slagen.
pl,This team has adequate resources to succeed.,Zespół dysponuje odpowiednimi zasobami do skutecznego działania.
pt,This team has adequate resources to succeed.,O time possui recursos adequados para ter êxito.
